,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
673,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
674,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
675,"Product Manager, Machine Learning",Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.9,100,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),Normal,92000.0,188000.0,USD,Data Science,,Machine Learning
676,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
677,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
678,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
679,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
680,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
681,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
682,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
683,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
684,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,235000.0,245000.0,USD,Data Science,,Data Science
685,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
686,Data Scientist,TargetCW,"San Francisco, CA",3.9,113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Normal,124800.0,124800.0,USD,Data Science,,Data Science
687,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
688,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
689,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
690,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
691,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
692,University Grad Data Scientist,Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,97000.0,185000.0,USD,Data Science,,Data Science
693,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.8,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
694,"Staff Data Scientist, Virtual HQ",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Normal,142000.0,142000.0,USD,Data Science,,Data Science
695,Senior Data Engineer (Remote),Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,152000.0,USD,Data Science,,Data Engineer
696,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
697,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
698,Data Science Manager,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,79000.0,163000.0,USD,Data Science,,Data Science
699,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
700,University Grad Machine Learning Engineer - MASTERS ONLY (USA),Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,93000.0,205000.0,USD,Data Science,,Machine Learning
701,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
702,Data Engineer,AppFolio,"San Francisco, CA",4.6,376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,84000.0,172000.0,USD,Data Science,,Data Engineer
703,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
704,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
705,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
706,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
707,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
708,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
709,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
710,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,180000.0,220000.0,USD,Data Science,,Data Science
711,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
712,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
713,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
714,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
715,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
716,Sr. Data Science Engineer,Gap Inc.,"San Francisco, CA",3.7,137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),Senior,82000.0,185000.0,USD,Data Science,,Data Engineer
717,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
718,University Grad Data Scientist,Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,97000.0,185000.0,USD,Data Science,,Data Science
719,"Staff Data Scientist, Virtual HQ",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Normal,142000.0,142000.0,USD,Data Science,,Data Science
720,Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,102000.0,189000.0,USD,Data Science,,Data Analyst
721,Data Science Manager - Growth,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,83000.0,178000.0,USD,Data Science,,Data Science
722,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
723,Senior Data Engineer (Remote),Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,152000.0,USD,Data Science,,Data Engineer
724,University Grad Machine Learning Engineer - MASTERS ONLY (USA),Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Junior,93000.0,205000.0,USD,Data Science,,Machine Learning
725,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
726,"Senior Product Manager, Machine Learning",Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,132000.0,165000.0,USD,Data Science,,Machine Learning
727,Data Engineer,AppFolio,"San Francisco, CA",4.6,376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,84000.0,172000.0,USD,Data Science,,Data Engineer
728,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
729,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
730,Growth Data Scientist,"Data Science Works, Inc","San Francisco, CA",0.0,0,Unknown,0,Unknown,Unknown,Unknown,Unknown,Normal,90000.0,120000.0,USD,Data Science,,Data Science
731,"Product Manager, Machine Learning",Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.9,100,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),Normal,92000.0,188000.0,USD,Data Science,,Machine Learning
732,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
733,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
734,Data Scientist,TEKsystems,"Martinez, CA",4.0,1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Normal,166400.0,166400.0,USD,Data Science,,Data Science
735,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
736,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
737,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
738,"Postdoctoral Scholar - Data Science Program, School of Information",Excelon Associates,"Berkeley, CA",4.8,1,1 to 50 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,60000.0,65000.0,USD,Data Science,,Data Science
739,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,180000.0,220000.0,USD,Data Science,,Data Science
740,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
